name,description,image,token ID,BACKGROUND,TENNISBALL,BODY,OUTLINE,RACKET,TATTOO,TSHIRT,WATCH,WRISTBAND,HAIRCUT,GLASSES,EARRINGS,PLAYER TYPE,MUTATION,BORDER,SIGNATURE,POSE,TECHNIQUE,MINDSET,POWER,TACTICS,CONDITIONING,LUCK,Tactics boost,Power boost,Conditioning boost,Technique boost,Mindset boost,MOMENT,animation_url
Ballman #2685,Stan the Ballman collection,https://arts.ballmanproject.io/1502.png,2684,Holographic 3,orange,01,white,blue,none,green,pink,yellow,gm_afro_black,none,none,Pusher,none,green,none,BACKHANDS VOLLEY,46,50,43,52,58,50,,,,,,,
Ballman #2686,Stan the Ballman collection,https://arts.ballmanproject.io/3953.png,2685,Pink Gradient 1,red,05,black,,none,yellow,,black,yn_dreads_black,none,none,Pusher,none,metalred,none,FIST,48,50,44,51,57,50,,,,,,,
Ballman #2687,Stan the Ballman collection,https://arts.ballmanproject.io/5176.png,2686,Radiant Green 3,black,Stan,white,yellow,,white,,white,,black,,All-court Player,Cardio+,pink,none,BACKHANDS,49,53,45,56,47,50,,,5.0,,,,
Ballman #2688,Stan the Ballman collection,https://arts.ballmanproject.io/1132.png,2687,Purple Stan 1,orange,05,white,green,sleeve,black,black,yellow,gm_afro_black,black,none,All-court Player,none,red,none,BACKHANDS VOLLEY,50,52,45,56,47,50,,,,,,,
Ballman #2689,Stan the Ballman collection,https://arts.ballmanproject.io/5552.png,2688,Victory Red 2,pink,Stan,white,,,green,,yellow,,,,Counterpuncher,none,grass,sw white,BROKEN,47,50,46,50,57,50,,,,,,,
Ballman #2690,Stan the Ballman collection,https://arts.ballmanproject.io/286.png,2689,Victory Green 2,orange,06,white,blue,none,yellow,blue,white,gi_topknot_blond,black,earring,All-court Player,none,blue,sw white,BACKHANDS,49,52,46,57,46,50,,,,,,,
Ballman #2691,Stan the Ballman collection,https://arts.ballmanproject.io/1814.png,2690,Purple Stan 3,white,05,white,red,none,pink,yellow,red,mb_stache_black,none,none,Pusher,none,copper,full black,BLINK,46,51,44,53,57,50,,,,,,,
Ballman #2692,Stan the Ballman collection,https://arts.ballmanproject.io/2619.png,2691,Blue Stan 1,purple,05,white,,none,yellow,,green,rf_headband_black,none,none,Serve-and-Volleyer,none,black,none,FINGER,56,50,53,51,40,50,,,,,,,
Ballman #2693,Stan the Ballman collection,https://arts.ballmanproject.io/5141.png,2692,Victory Green 1,black,Stan,white,green,,black,,yellow,,none,,Counterpuncher,Killer mindset,white,sw black,BACKHANDS,47,50,46,50,57,50,,,,,5.0,,
Ballman #2694,Stan the Ballman collection,https://arts.ballmanproject.io/3723.png,2693,Deep Blue 2,green,06,black,,none,pink,,green,bb_headband_blond,none,none,All-court Player,none,black,full white,FIST,50,52,45,56,47,50,,,,,,,
Ballman #2695,Stan the Ballman collection,https://arts.ballmanproject.io/1780.png,2694,Radiant Blue 1,silver,05,black,black,none,yellow,yellow,blue,nk_fauxhawk_black,white,none,Aggressive Baseliner,none,white,full black,BACKHANDS VOLLEY,56,50,54,45,45,50,,,,,,,
Ballman #2696,Stan the Ballman collection,https://arts.ballmanproject.io/837.png,2695,Radiant Yellow 2,pink,04,black,black,none,blue,black,blue,ar_mohawk_brown,none,none,Counterpuncher,none,green,full black,BACKHANDS,46,50,47,50,57,50,,,,,,,
Ballman #2697,Stan the Ballman collection,https://arts.ballmanproject.io/4391.png,2696,Radiant Purple 1,bronze,06,black,red,none,blue,pink,white,gv_headband_blond,none,,Counterpuncher,none,green,sw black,POINT,46,49,46,50,59,50,,,,,,,
Ballman #2698,Stan the Ballman collection,https://arts.ballmanproject.io/3135.png,2697,Red Stan 1,bronze,04,black,,none,white,,black,rf_headband_brown,none,earring,Aggressive Baseliner,none,quick,none,FINGER,55,50,55,45,45,50,,,,,,,
Ballman #2699,Stan the Ballman collection,https://arts.ballmanproject.io/4563.png,2698,Pink Gradient 1,orange,03,white,red,none,pink,black,yellow,db_dreadlocks_ginger,white,,Pusher,none,blue,sw gold,POINT,46,51,44,53,57,50,,,,,,,
Ballman #2700,Stan the Ballman collection,https://arts.ballmanproject.io/4684.png,2699,Red Stan 3,green,06,black,black,none,blue,black,red,db_dreadlocks_black,white,,Counterpuncher,none,black,none,POINT,46,49,46,50,59,50,,,,,,,
Ballman #2701,Stan the Ballman collection,https://arts.ballmanproject.io/5043.png,2700,Deep Blue 1,blue,Stan,white,blue,,blue,,red,,black,,Counterpuncher,none,blue,none,BACKHANDS,46,50,47,50,57,50,,,,,,,
Ballman #2702,Stan the Ballman collection,https://arts.ballmanproject.io/4376.png,2701,Radiant Yellow 2,yellow,05,white,red,none,white,black,yellow,se_featheredhair_ginger,none,,Pusher,none,copper,full black,POINT,48,50,44,51,57,50,,,,,,,
Ballman #2703,Stan the Ballman collection,https://arts.ballmanproject.io/5812.png,2702,Deep Blue 2,purple,Stan,white,,,blue,,yellow,,none,,Counterpuncher,Quick neuron,black,full white,FIST,47,50,46,50,57,50,5.0,,,,,,
Ballman #2704,Stan the Ballman collection,https://arts.ballmanproject.io/5991.png,2703,Blue Stan 3,purple,Stan,white,,,pink,,red,,none,,Counterpuncher,none,blue,none,FIST,46,50,47,50,57,50,,,,,,,
Ballman #2705,Stan the Ballman collection,https://arts.ballmanproject.io/1691.png,2704,Victory Purple 3,blue,03,black,red,none,yellow,pink,red,rn_headband_blond,black,none,Counterpuncher,none,red,none,BACKHANDS VOLLEY,47,50,46,50,57,50,,,,,,,
Ballman #2706,Stan the Ballman collection,https://arts.ballmanproject.io/5342.png,2705,Victory Purple 1,black,Stan,white,red,,blue,,blue,,black,,Aggressive Baseliner,none,quick,sw white,BACKHANDS VOLLEY,56,50,54,45,45,50,,,,,,,
Ballman #2707,Stan the Ballman collection,https://arts.ballmanproject.io/4154.png,2706,Radiant Blue 2,yellow,05,white,,none,pink,,white,bb_headband_brown,none,none,Pusher,none,red,sw black,FIST,48,50,44,51,57,50,,,,,,,
Ballman #2708,Stan the Ballman collection,https://arts.ballmanproject.io/4758.png,2707,Victory Green 3,bronze,03,black,,none,blue,white,pink,ds_sideslick_blond,black,none,Aggressive Baseliner,none,quick,sw black,TROPHY,55,49,55,44,47,50,,,,,,,
Ballman #2709,Stan the Ballman collection,https://arts.ballmanproject.io/1081.png,2708,Pink Gradient 3,purple,03,white,pink,normal,red,green,pink,rn_headband_black,none,none,All-court Player,none,white,sw black,BACKHANDS VOLLEY,49,52,46,57,46,50,,,,,,,
Ballman #2710,Stan the Ballman collection,https://arts.ballmanproject.io/4006.png,2709,Victory Purple 3,pink,02,white,,none,blue,,blue,bb_mullet_blond,black,none,Aggressive Baseliner,Stan's punch,gold,none,FIST,55,50,56,45,45,50,,5.0,,,,,
Ballman #2711,Stan the Ballman collection,https://arts.ballmanproject.io/2603.png,2710,Radiant Green 3,blue,05,white,,none,black,,red,rf_headband_brown,none,none,Counterpuncher,none,metalred,full white,FINGER,46,50,47,50,57,50,,,,,,,
Ballman #2712,Stan the Ballman collection,https://arts.ballmanproject.io/1518.png,2711,Radiant Yellow 3,orange,06,white,yellow,none,white,yellow,black,nk_fauxhawk_brown,none,none,Serve-and-Volleyer,none,orange,none,BACKHANDS VOLLEY,56,49,54,50,41,50,,,,,,,
Ballman #2713,Stan the Ballman collection,https://arts.ballmanproject.io/5038.png,2712,Victory Purple 1,green,Stan,white,pink,,blue,,green,,none,,Serve-and-Volleyer,none,earth,none,BACKHANDS,56,49,54,50,41,50,,,,,,,
Ballman #2714,Stan the Ballman collection,https://arts.ballmanproject.io/4746.png,2713,Radiant Green 1,bronze,red,black,,none,white,pink,red,bp_beard_ginger,white,none,Pusher,none,white,none,TROPHY,48,50,44,51,57,50,,,,,,,
Ballman #2715,Stan the Ballman collection,https://arts.ballmanproject.io/3475.png,2714,Deep Blue 2,pink,06,black,,none,yellow,,red,bb_headband_blond,none,none,Aggressive Baseliner,Master mind,paillettes,none,FIST,55,49,55,44,47,50,8.0,,,,,,
Ballman #2716,Stan the Ballman collection,https://arts.ballmanproject.io/740.png,2715,Victory Green 2,yellow,04,black,blue,none,pink,black,red,gi_topknot_blond,none,none,Counterpuncher,none,earth,none,BACKHANDS,47,50,46,50,57,50,,,,,,,
Ballman #2717,Stan the Ballman collection,https://arts.ballmanproject.io/1878.png,2716,Victory Green 1,green,red,black,green,normal,blue,yellow,green,jc_helmet_black,none,none,Aggressive Baseliner,none,quick,none,BLINK,55,49,55,44,47,50,,,,,,,
Ballman #2718,Stan the Ballman collection,https://arts.ballmanproject.io/6103.png,2717,Radiant Purple 3,green,Stan,white,pink,,yellow,,pink,,none,,Counterpuncher,none,black,none,POINT,47,50,46,50,57,50,,,,,,,
Ballman #2719,Stan the Ballman collection,https://arts.ballmanproject.io/142.png,2718,Radiant Purple 2,yellow,05,white,blue,none,blue,blue,pink,am_afro_brown,none,none,Pusher,none,black,sw black,BACKHANDS,46,51,44,53,57,50,,,,,,,
Ballman #2720,Stan the Ballman collection,https://arts.ballmanproject.io/2694.png,2719,Blue Stan 1,green,04,white,,none,red,,yellow,st_longhair_brown,none,none,Serve-and-Volleyer,none,grass,sw black,FINGER,56,49,54,50,41,50,,,,,,,
Ballman #2721,Stan the Ballman collection,https://arts.ballmanproject.io/4596.png,2720,Victory Yellow 1,white,blue,white,blue,sleeve,blue,blue,pink,gv_headband_brown,white,,Counterpuncher,Stan's punch,orange,none,POINT,46,49,46,50,59,50,,5.0,,,,,
Ballman #2722,Stan the Ballman collection,https://arts.ballmanproject.io/3692.png,2721,Victory Red 3,purple,05,black,,none,red,,yellow,yn_dreads_ginger,none,none,All-court Player,none,green,full white,FIST,49,53,45,56,47,50,,,,,,,
Ballman #2723,Stan the Ballman collection,https://arts.ballmanproject.io/3806.png,2722,Victory Yellow 2,red,04,white,,none,black,,red,bb_mullet_blond,black,none,Serve-and-Volleyer,Sledge Hammer,black,sw black,FIST,56,50,53,51,40,50,,8.0,,,,,
Ballman #2724,Stan the Ballman collection,https://arts.ballmanproject.io/431.png,2723,Victory Green 1,silver,03,black,green,none,pink,black,red,ar_mohawk_blond,white,none,All-court Player,none,earth,none,BACKHANDS,49,52,46,57,46,50,,,,,,,
Ballman #2725,Stan the Ballman collection,https://arts.ballmanproject.io/912.png,2724,Victory Yellow 3,purple,red,white,yellow,none,yellow,white,yellow,gm_afro_brown,none,none,All-court Player,none,white,sw black,BACKHANDS VOLLEY,50,52,45,56,47,50,,,,,,,
Ballman #2726,Stan the Ballman collection,https://arts.ballmanproject.io/909.png,2725,Radiant Blue 2,yellow,04,black,blue,none,pink,pink,black,rn_headband_blond,none,none,All-court Player,none,paillettes,none,BACKHANDS VOLLEY,49,53,45,56,47,50,,,,,,,
Ballman #2727,Stan the Ballman collection,https://arts.ballmanproject.io/1434.png,2726,Pink Gradient 3,pink,blue,white,green,none,black,pink,blue,nk_fauxhawk_ginger,none,earring,Aggressive Baseliner,none,metalpink,none,BACKHANDS VOLLEY,55,49,55,44,47,50,,,,,,,
Ballman #2728,Stan the Ballman collection,https://arts.ballmanproject.io/949.png,2727,Victory Red 2,purple,06,white,yellow,none,red,red,yellow,gm_afro_black,black,none,All-court Player,none,red,sw white,BACKHANDS VOLLEY,49,52,46,57,46,50,,,,,,,
Ballman #2729,Stan the Ballman collection,https://arts.ballmanproject.io/114.png,2728,Radiant Blue 2,pink,04,white,black,none,blue,blue,pink,am_afro_blond,white,none,All-court Player,none,metalblue,none,BACKHANDS,50,52,45,56,47,50,,,,,,,
Ballman #2730,Stan the Ballman collection,https://arts.ballmanproject.io/914.png,2729,Blue Stan 2,black,06,white,black,none,green,white,yellow,nk_fauxhawk_ginger,none,none,Aggressive Baseliner,none,metalred,none,BACKHANDS VOLLEY,55,50,55,45,45,50,,,,,,,
Ballman #2731,Stan the Ballman collection,https://arts.ballmanproject.io/1067.png,2730,Purple Stan 2,white,blue,white,yellow,normal,black,red,black,gm_afro_black,white,none,Counterpuncher,none,blue,sw white,BACKHANDS VOLLEY,48,50,46,50,57,50,,,,,,,
Ballman #2732,Stan the Ballman collection,https://arts.ballmanproject.io/4866.png,2731,Holographic 1,blue,06,white,yellow,none,green,black,white,nd_trimmedcut_brown,none,none,All-court Player,none,orange,sw black,VICTORY,49,53,45,56,47,50,,,,,,,
Ballman #2733,Stan the Ballman collection,https://arts.ballmanproject.io/2953.png,2732,Victory Red 3,purple,03,white,,normal,blue,,green,st_longhair_blond,none,none,All-court Player,none,paillettes,sw white,FINGER,49,52,46,57,46,50,,,,,,,
Ballman #2734,Stan the Ballman collection,https://arts.ballmanproject.io/5178.png,2733,Radiant Purple 3,orange,Stan,white,green,,blue,,pink,,black,,Counterpuncher,Quick neuron,white,none,BACKHANDS,46,50,47,50,57,50,5.0,,,,,,
Ballman #2735,Stan the Ballman collection,https://arts.ballmanproject.io/213.png,2734,Radiant Blue 3,red,red,black,black,none,green,white,yellow,am_afro_ginger,white,none,Serve-and-Volleyer,none,white,full gold,BACKHANDS,56,50,53,51,40,50,,,,,,,
Ballman #2736,Stan the Ballman collection,https://arts.ballmanproject.io/121.png,2735,Blue Stan 1,green,03,black,yellow,none,green,yellow,yellow,ar_mohawk_ginger,none,none,Pusher,none,metalred,none,BACKHANDS,46,50,43,52,58,50,,,,,,,
Ballman #2737,Stan the Ballman collection,https://arts.ballmanproject.io/1371.png,2736,Pink Gradient 2,black,06,white,black,sleeve,blue,red,pink,gm_afro_black,none,none,Pusher,none,metalred,sw white,BACKHANDS VOLLEY,46,50,43,52,58,50,,,,,,,
Ballman #2738,Stan the Ballman collection,https://arts.ballmanproject.io/3610.png,2737,Radiant Blue 3,yellow,05,black,,none,black,,pink,yn_dreads_ginger,black,none,Pusher,Eagle Eye,pink,sw gold,FIST,46,51,44,53,57,50,,,,5.0,,,
Ballman #2739,Stan the Ballman collection,https://arts.ballmanproject.io/3985.png,2738,Victory Green 2,pink,04,black,,none,black,,black,bb_mullet_brown,black,none,Serve-and-Volleyer,none,orange,sw white,FIST,56,49,54,50,41,50,,,,,,,
Ballman #2740,Stan the Ballman collection,https://arts.ballmanproject.io/4634.png,2739,Radiant Purple 1,lgbtq,06,black,black,none,red,blue,pink,db_dreadlocks_black,black,,Counterpuncher,Eagle Eye,black,sw white,POINT,46,49,46,50,59,50,,,,5.0,,,
Ballman #2741,Stan the Ballman collection,https://arts.ballmanproject.io/2887.png,2740,Radiant Purple 3,bronze,green,black,,none,blue,,white,rf_headband_blond,none,none,All-court Player,none,metalblue,sw black,FINGER,49,52,46,57,46,50,,,,,,,
Ballman #2742,Stan the Ballman collection,https://arts.ballmanproject.io/2318.png,2741,Radiant Green 3,purple,04,white,,none,white,black,blue,mc_bowlcut_black,,,Aggressive Baseliner,none,pink,none,BROKEN,55,50,55,45,45,50,,,,,,,
Ballman #2743,Stan the Ballman collection,https://arts.ballmanproject.io/4666.png,2742,Victory Purple 2,red,02,white,pink,sleeve,black,white,blue,db_dreadlocks_black,black,,Serve-and-Volleyer,none,metalpink,sw white,POINT,56,49,53,52,40,50,,,,,,,
Ballman #2744,Stan the Ballman collection,https://arts.ballmanproject.io/673.png,2743,Red Stan 2,green,03,black,green,none,red,yellow,white,am_afro_ginger,white,none,Counterpuncher,none,earth,none,BACKHANDS,46,49,46,50,59,50,,,,,,,
Ballman #2745,Stan the Ballman collection,https://arts.ballmanproject.io/92.png,2744,Victory Yellow 1,purple,03,white,pink,none,red,red,yellow,ar_mohawk_brown,black,none,Counterpuncher,none,metalred,none,BACKHANDS,46,50,47,50,57,50,,,,,,,
Ballman #2746,Stan the Ballman collection,https://arts.ballmanproject.io/1272.png,2745,Victory Green 3,white,06,white,red,none,white,yellow,red,nk_fauxhawk_black,none,none,Aggressive Baseliner,none,red,sw black,BACKHANDS VOLLEY,56,50,54,45,45,50,,,,,,,
Ballman #2747,Stan the Ballman collection,https://arts.ballmanproject.io/3071.png,2746,Radiant Green 2,yellow,05,white,,normal,yellow,,green,dm_partinghair_ginger,white,none,Pusher,none,pink,sw white,FINGER,48,50,44,51,57,50,,,,,,,
Ballman #2748,Stan the Ballman collection,https://arts.ballmanproject.io/5084.png,2747,Pink Gradient 3,purple,Stan,white,black,,red,,black,,black,,Pusher,Killer mindset,blue,sw white,BACKHANDS,46,51,44,53,57,50,,,,,5.0,,
Ballman #2749,Stan the Ballman collection,https://arts.ballmanproject.io/1793.png,2748,Pink Gradient 2,black,03,white,yellow,none,red,pink,white,jc_helmet_blond,none,none,Serve-and-Volleyer,none,green,full black,BLINK,56,49,53,52,40,50,,,,,,,
Ballman #2750,Stan the Ballman collection,https://arts.ballmanproject.io/4671.png,2749,Radiant Blue 1,yellow,05,black,green,sleeve,black,green,blue,gv_headband_brown,none,,Pusher,none,metalpink,full white,POINT,46,50,43,52,58,50,,,,,,,
Ballman #2751,Stan the Ballman collection,https://arts.ballmanproject.io/166.png,2750,Radiant Yellow 2,pink,05,white,pink,none,green,white,green,ar_mohawk_brown,none,earring,All-court Player,none,orange,sw black,BACKHANDS,49,52,46,57,46,50,,,,,,,
Ballman #2752,Stan the Ballman collection,https://arts.ballmanproject.io/1589.png,2751,Victory Purple 3,silver,red,black,red,none,white,blue,black,nk_fauxhawk_ginger,white,none,Serve-and-Volleyer,none,blue,none,BACKHANDS VOLLEY,56,50,53,51,40,50,,,,,,,
Ballman #2753,Stan the Ballman collection,https://arts.ballmanproject.io/4465.png,2752,Victory Red 2,white,03,black,blue,none,red,white,pink,se_featheredhair_blond,none,,Serve-and-Volleyer,Eagle Eye,white,sw white,POINT,56,50,53,51,40,50,,,,5.0,,,
Ballman #2754,Stan the Ballman collection,https://arts.ballmanproject.io/849.png,2753,Victory Purple 2,orange,03,black,green,normal,red,green,green,ar_mohawk_blond,black,none,All-court Player,Quick neuron,orange,none,BACKHANDS,49,53,45,56,47,50,5.0,,,,,,
Ballman #2755,Stan the Ballman collection,https://arts.ballmanproject.io/6007.png,2754,Victory Purple 1,blue,Stan,white,,,yellow,,red,,black,,Serve-and-Volleyer,none,earth,sw white,FIST,56,50,53,51,40,50,,,,,,,
Ballman #2756,Stan the Ballman collection,https://arts.ballmanproject.io/554.png,2755,Purple Stan 3,orange,red,black,green,none,yellow,green,green,am_afro_ginger,none,none,Pusher,none,green,none,BACKHANDS,46,51,44,53,57,50,,,,,,,
Ballman #2757,Stan the Ballman collection,https://arts.ballmanproject.io/5769.png,2756,Radiant Green 1,green,Stan,white,,,blue,,yellow,,none,,Serve-and-Volleyer,none,blue,sw white,FINGER,56,49,54,50,41,50,,,,,,,
Ballman #2758,Stan the Ballman collection,https://arts.ballmanproject.io/4080.png,2757,Victory Red 1,purple,red,white,,normal,white,,red,bb_headband_ginger,none,none,Pusher,none,pink,full white,FIST,48,50,44,51,57,50,,,,,,,
Ballman #2759,Stan the Ballman collection,https://arts.ballmanproject.io/2769.png,2758,Pink Gradient 3,red,06,white,,none,yellow,,white,rf_headband_black,none,none,Serve-and-Volleyer,none,blue,none,FINGER,56,50,53,51,40,50,,,,,,,
Ballman #2760,Stan the Ballman collection,https://arts.ballmanproject.io/5328.png,2759,Victory Purple 3,black,Stan,white,yellow,,pink,,red,,white,,All-court Player,none,white,sw gold,BACKHANDS VOLLEY,49,53,45,56,47,50,,,,,,,
Ballman #2761,Stan the Ballman collection,https://arts.ballmanproject.io/2802.png,2760,Radiant Blue 1,green,06,black,,none,yellow,,green,dm_partinghair_brown,none,none,Counterpuncher,Cardio+,blue,full white,FINGER,46,50,47,50,57,50,,,5.0,,,,
Ballman #2762,Stan the Ballman collection,https://arts.ballmanproject.io/2237.png,2761,Victory Red 3,white,05,black,,none,black,white,pink,kn_fringe_ginger,,,Aggressive Baseliner,none,pink,none,BROKEN,55,50,55,45,45,50,,,,,,,
Ballman #2763,Stan the Ballman collection,https://arts.ballmanproject.io/1622.png,2762,Red Stan 3,orange,02,black,yellow,none,black,red,yellow,rn_headband_blond,none,earring,All-court Player,none,orange,none,BACKHANDS VOLLEY,50,52,45,56,47,50,,,,,,,
Ballman #2764,Stan the Ballman collection,https://arts.ballmanproject.io/3915.png,2763,Radiant Yellow 1,blue,06,white,,none,pink,,yellow,bb_headband_blond,white,none,Serve-and-Volleyer,Stan's punch,black,sw black,FIST,56,50,53,51,40,50,,5.0,,,,,
Ballman #2765,Stan the Ballman collection,https://arts.ballmanproject.io/1118.png,2764,Victory Green 2,yellow,blue,white,yellow,none,red,white,white,gm_afro_brown,none,none,Counterpuncher,none,green,sw white,BACKHANDS VOLLEY,46,50,47,50,57,50,,,,,,,
Ballman #2766,Stan the Ballman collection,https://arts.ballmanproject.io/5227.png,2765,Blue Stan 1,green,Stan,black,yellow,,blue,,red,,none,,Pusher,none,paillettes,none,BACKHANDS VOLLEY,46,51,44,53,57,50,,,,,,,
Ballman #2767,Stan the Ballman collection,https://arts.ballmanproject.io/3813.png,2766,Pink Gradient 3,lgbtq,06,black,,none,yellow,,red,bb_headband_ginger,brown,none,Counterpuncher,none,metalblue,none,FIST,46,50,47,50,57,50,,,,,,,
Ballman #2768,Stan the Ballman collection,https://arts.ballmanproject.io/1294.png,2767,Radiant Blue 2,orange,06,white,yellow,none,black,blue,yellow,rn_headband_black,black,none,Serve-and-Volleyer,Quick neuron,black,sw white,BACKHANDS VOLLEY,56,49,53,52,40,50,5.0,,,,,,
Ballman #2769,Stan the Ballman collection,https://arts.ballmanproject.io/1195.png,2768,Radiant Blue 2,blue,05,black,red,none,pink,blue,green,rn_headband_ginger,none,none,All-court Player,none,black,full black,BACKHANDS VOLLEY,49,53,45,56,47,50,,,,,,,
Ballman #2770,Stan the Ballman collection,https://arts.ballmanproject.io/574.png,2769,Deep Blue 1,pink,04,black,yellow,none,yellow,green,blue,ar_mohawk_blond,black,none,All-court Player,Sledge Hammer,copper,sw white,BACKHANDS,49,53,45,56,47,50,,8.0,,,,,
Ballman #2771,Stan the Ballman collection,https://arts.ballmanproject.io/50.png,2770,Victory Yellow 3,white,green,black,green,none,white,yellow,green,am_afro_brown,none,none,Counterpuncher,none,white,sw black,BACKHANDS,46,49,46,50,59,50,,,,,,,
Ballman #2772,Stan the Ballman collection,https://arts.ballmanproject.io/3389.png,2771,Pink Gradient 1,purple,06,white,,none,green,,pink,bb_mullet_blond,none,none,Serve-and-Volleyer,none,blue,full white,FIST,56,49,54,50,41,50,,,,,,,
Ballman #2773,Stan the Ballman collection,https://arts.ballmanproject.io/3053.png,2772,Radiant Purple 1,yellow,02,white,,sleeve,pink,,blue,st_longhair_blond,none,none,All-court Player,none,gold,none,FINGER,50,52,45,56,47,50,,,,,,,
Ballman #2774,Stan the Ballman collection,https://arts.ballmanproject.io/602.png,2773,Victory Red 3,blue,03,black,black,none,blue,white,green,am_afro_ginger,none,none,Counterpuncher,none,pink,full white,BACKHANDS,46,50,47,50,57,50,,,,,,,
Ballman #2775,Stan the Ballman collection,https://arts.ballmanproject.io/2705.png,2774,Radiant Yellow 3,red,05,white,,normal,yellow,,green,rf_headband_brown,none,none,All-court Player,none,white,none,FINGER,49,53,45,56,47,50,,,,,,,
Ballman #2776,Stan the Ballman collection,https://arts.ballmanproject.io/2699.png,2775,Deep Blue 3,gold,05,black,,none,pink,,black,rf_headband_blond,none,none,All-court Player,Zen master,paillettes,none,FINGER,49,52,46,57,46,50,,,,,10.0,,
Ballman #2777,Stan the Ballman collection,https://arts.ballmanproject.io/6200.png,2776,Victory Purple 3,green,Stan,black,black,,red,,white,,none,,Aggressive Baseliner,none,metalgreen,none,VICTORY,55,50,55,45,45,50,,,,,,,
Ballman #2778,Stan the Ballman collection,https://arts.ballmanproject.io/3810.png,2777,Radiant Yellow 2,red,blue,black,,none,black,,green,yn_dreads_ginger,none,none,Counterpuncher,none,orange,full black,FIST,46,50,47,50,57,50,,,,,,,
Ballman #2779,Stan the Ballman collection,https://arts.ballmanproject.io/511.png,2778,Deep Blue 1,orange,06,white,black,none,black,red,white,gi_topknot_ginger,black,none,Aggressive Baseliner,Stan's punch,black,none,BACKHANDS,55,49,55,44,47,50,,5.0,,,,,
Ballman #2780,Stan the Ballman collection,https://arts.ballmanproject.io/508.png,2779,Pink Gradient 1,silver,green,white,pink,none,black,white,white,am_afro_ginger,white,none,All-court Player,Eagle Eye,grass,none,BACKHANDS,50,52,45,56,47,50,,,,5.0,,,
Ballman #2781,Stan the Ballman collection,https://arts.ballmanproject.io/2458.png,2780,Victory Green 3,green,03,white,,none,red,,yellow,dm_partinghair_black,black,none,Counterpuncher,none,metalgreen,sw black,FINGER,46,49,46,50,59,50,,,,,,,
Ballman #2782,Stan the Ballman collection,https://arts.ballmanproject.io/5206.png,2781,Radiant Blue 1,black,Stan,white,pink,,white,,green,,black,,Counterpuncher,none,pink,none,BACKHANDS VOLLEY,47,50,46,50,57,50,,,,,,,
Ballman #2783,Stan the Ballman collection,https://arts.ballmanproject.io/1701.png,2782,Victory Red 1,green,05,white,black,none,black,black,yellow,rn_headband_blond,none,none,Serve-and-Volleyer,none,green,none,BACKHANDS VOLLEY,56,50,53,51,40,50,,,,,,,
Ballman #2784,Stan the Ballman collection,https://arts.ballmanproject.io/1468.png,2783,Radiant Yellow 2,black,01,white,yellow,none,yellow,pink,white,rn_headband_ginger,none,none,All-court Player,none,orange,none,BACKHANDS VOLLEY,49,52,46,57,46,50,,,,,,,
Ballman #2785,Stan the Ballman collection,https://arts.ballmanproject.io/3581.png,2784,Red Stan 3,yellow,03,black,,none,blue,,blue,bb_headband_blond,white,none,Pusher,none,green,sw black,FIST,48,50,44,51,57,50,,,,,,,
Ballman #2786,Stan the Ballman collection,https://arts.ballmanproject.io/1744.png,2785,Purple Stan 3,green,06,white,red,none,pink,white,pink,gm_afro_black,none,none,Serve-and-Volleyer,none,orange,full white,BACKHANDS VOLLEY,56,50,53,51,40,50,,,,,,,
Ballman #2787,Stan the Ballman collection,https://arts.ballmanproject.io/6163.png,2786,Radiant Purple 3,purple,Stan,black,yellow,,black,,red,,black,,Aggressive Baseliner,none,white,none,VICTORY,55,49,55,44,47,50,,,,,,,
Ballman #2788,Stan the Ballman collection,https://arts.ballmanproject.io/6049.png,2787,Victory Yellow 1,orange,Stan,white,blue,,yellow,,pink,,none,,Serve-and-Volleyer,none,metalpink,none,POINT,56,49,54,50,41,50,,,,,,,
Ballman #2789,Stan the Ballman collection,https://arts.ballmanproject.io/2450.png,2788,Victory Purple 2,red,04,white,,none,blue,,yellow,rf_headband_brown,black,none,Counterpuncher,none,red,full white,FINGER,47,50,46,50,57,50,,,,,,,
Ballman #2790,Stan the Ballman collection,https://arts.ballmanproject.io/4303.png,2789,Victory Purple 3,lgbtq,04,black,black,none,blue,pink,green,se_featheredhair_blond,none,,Serve-and-Volleyer,none,white,full white,POINT,56,49,54,50,41,50,,,,,,,
Ballman #2791,Stan the Ballman collection,https://arts.ballmanproject.io/4487.png,2790,Victory Green 1,orange,03,white,green,none,red,black,green,gv_headband_ginger,none,,Serve-and-Volleyer,none,metalpink,none,POINT,56,49,53,52,40,50,,,,,,,
Ballman #2792,Stan the Ballman collection,https://arts.ballmanproject.io/1253.png,2791,Radiant Green 2,red,02,black,pink,none,white,yellow,pink,nk_fauxhawk_ginger,none,none,Serve-and-Volleyer,none,blue,none,BACKHANDS VOLLEY,56,49,53,52,40,50,,,,,,,
Ballman #2793,Stan the Ballman collection,https://arts.ballmanproject.io/2670.png,2792,Victory Purple 2,pink,02,white,,none,black,,yellow,dm_partinghair_black,none,none,Serve-and-Volleyer,none,black,none,FINGER,56,49,54,50,41,50,,,,,,,
Ballman #2794,Stan the Ballman collection,https://arts.ballmanproject.io/4241.png,2793,Victory Red 1,red,05,white,black,none,yellow,green,blue,se_featheredhair_brown,none,,Counterpuncher,none,blue,none,POINT,47,50,46,50,57,50,,,,,,,
